photographer_id,best_confidence,batch_count,batches,website_found,website_found_source,email_found,email_found_source,phone_found,phone_found_source,phone_quarantine_flag,instagram_found,instagram_found_source,facebook_found,facebook_found_source,tiktok_found,tiktok_found_source,pinterest_found,pinterest_found_source,linkedin_found,linkedin_found_source,abn_found,abn_found_source,abn_supplied_unverified,years_in_business,years_in_business_source,service_areas,service_areas_source,notes_combined,grounding_assessment,merge_tier,framing_contagion_risk
PHO-EWDIR-000238,HIGH,3,"1778160704402_photographers_enriched_batch_02_rows_031_060, big_csv_filtered_only_enriched, claude_photographers_FINAL_v2",https://carlytia.com/,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),,,+61 415 312 092,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),,,,https://www.facebook.com/CarlyTiaPhotography/,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),,,,,,,,,,,,Byron Bay; Brunswick Heads; Byron Bay hinterland; Sunshine Coast,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),"Own website found; Facebook page matches Carly Tia Photography and lists Byron Bay/Brunswick Heads context plus phone. Website title currently says Sunshine Coast Film Photographer, so service area may span regions. || Own website found; Facebook page matches Carly Tia Photography and lists Byron Bay/Brunswick Heads context plus phone. Website title currently says Sunshine Coast Film Photographer, so service area may span regions. || Based Byron Bay. Digital + 35mm film. Natural candid style. Featured in Hello May and Polka Dot Bride.",PHONE:ok|SOURCES:3+,"GREEN — 3+ sources, no quarantine flags",
PHO-EWDIR-000239,HIGH,3,"1778160704402_photographers_enriched_batch_02_rows_031_060, big_csv_filtered_only_enriched, claude_photographers_FINAL_v2",https://www.nathanlapham.com/,claude_photographers_FINAL_v2 (HIGH),,,0413 106 921,claude_photographers_FINAL_v2 (HIGH),,,,https://www.facebook.com/nathanlappo/,claude_photographers_FINAL_v2 (HIGH),,,,,,,,,,,,Byron Bay; Far North Coast NSW; Hunter Valley; Gold Coast; destination worldwide,claude_photographers_FINAL_v2 (HIGH),No own website/social found quickly. Phone/service area found via third-party listing only; leave website/social blank pending direct source. || No own website/social found quickly. Phone/service area found via third-party listing only; leave website/social blank pending direct source. || Fashion + documentary style. Phone from Real Weddings snippet. Based Byron Bay.,PHONE:ok|SOURCES:3+,"GREEN — 3+ sources, no quarantine flags",
PHO-EWDIR-000240,HIGH,4,"1778160704402_photographers_enriched_batch_02_rows_031_060, batch_d_inline_concatenated, big_csv_filtered_only_enriched, claude_photographers_FINAL_v2",https://possumcreekstudios.com.au/,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),info@possumcreekstudios.com.au,batch_d_inline_concatenated (HIGH),0401 656 118,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),,https://www.instagram.com/possumcreekstudios/,batch_d_inline_concatenated (HIGH),https://www.facebook.com/possumcreekstudios/,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),,,,,https://au.linkedin.com/in/ann-louise-buck-96948423,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),,,,15+ years,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),Byron Bay; Brisbane and beyond; Far North Coast NSW,1778160704402_photographers_enriched_batch_02_rows_031_060 (HIGH),"Own website found and verifies Possum Creek Studios/event photography and 15+ years. Facebook and LinkedIn matched to brand/photographer; phone from local listing, not own site snippet. || Trading name: Possum Creek Studios || Own website found and verifies Possum Creek Studios/event photography and 15+ years. Facebook and LinkedIn matched to brand/photographer; phone from local listing, not own site snippet. || Photographer Ann-Louise Buck. 20+ years experience. Wedding, event, corporate photography.",PHONE:ok|EMAIL:generic_pattern|IG:guessable_from_name|WEB:matches_name|SOURCES:3+,"GREEN — 3+ sources, no quarantine flags",
PHO-EWDIR-000244,HIGH,4,"batch_f_inline_30vendors, big_csv_filtered_only_enriched, chatgpt_batch_04_rows_091_120, claude_photographers_FINAL_v2",https://brownpaperparcel.com/,batch_f_inline_30vendors (HIGH),hello@brownpaperparcel.com,batch_f_inline_30vendors (HIGH),,,,https://www.instagram.com/brownpaperparcel/,batch_f_inline_30vendors (HIGH),https://www.facebook.com/brownpaperparcelphotography/,claude_photographers_FINAL_v2 (HIGH),,,,,,,,,,10+ years,claude_photographers_FINAL_v2 (HIGH),Macedon Ranges; Melbourne; VIC; Australia; Europe,claude_photographers_FINAL_v2 (HIGH),"Trading name: Brown Paper Parcel || Own Facebook located; no own website found quickly. Directory/editorial context suggests documentary/candid wedding photography by Jessica Tremp, but direct fields limited to social. || Own Facebook located; no own website found quickly. Directory/editorial context suggests documentary/candid wedding photography by Jessica Tremp, but direct fields limited to social. || Photographer Jessica Tremp. 16K IG followers. Film + digital. Featured Vogue, Hello May, The Lane, Ivory Tribe. Splits time Melbourne/Europe.",EMAIL:generic_pattern|IG:guessable_from_name|WEB:matches_name|SOURCES:3+,"GREEN — 3+ sources, no quarantine flags",
PHO-EWDIR-000245,HIGH,3,"batch_f_inline_30vendors, chatgpt_batch_04_rows_091_120, claude_photographers_FINAL_v2",https://claremetcalf.com.au/,batch_f_inline_30vendors (HIGH),hello@claremetcalf.com.au,batch_f_inline_30vendors (HIGH),0413 234 405,batch_f_inline_30vendors (HIGH),SUSPECT — phone 0413 234 405 attributed to 7 different vendors across batches,https://www.instagram.com/claremetcalfphotography/,batch_f_inline_30vendors (HIGH),https://www.facebook.com/sunburyphotographer/,claude_photographers_FINAL_v2 (HIGH),,,,,,,,,,Since 2007 (18 years),claude_photographers_FINAL_v2 (HIGH),Sunbury; North-West Melbourne; Macedon Ranges; VIC,claude_photographers_FINAL_v2 (HIGH),Trading name: Clare Metcalf || No confirmed own website/social found quickly. Search results conflicted with Clare Valley/place results; found fields left blank. || Address: 13 Bundanoon Ave Sunbury VIC 3429. AIPP member. RMIT graduate. 200+ weddings.,PHONE:reject|EMAIL:generic_pattern|IG:guessable_from_name|WEB:matches_name|SOURCES:3+,YELLOW — 3+ sources but phone flagged,
PHO-EWDIR-000251,HIGH,2,"1778160704402_photographers_enriched_batch_02_rows_031_060, claude_photographers_FINAL_v2",https://samueljacobphotography.com/,claude_photographers_FINAL_v2 (HIGH),,,,,,,,,,,,,,,,,,,,,Newcastle; Hunter Valley; Australia-wide,claude_photographers_FINAL_v2 (HIGH),No own website/social located quickly. Only directory snippets found for Samuel Jacob Wedding Photographer; found fields left blank under direct-source rule. || Based Eleebana/Newcastle NSW. Authentic candid style. Australia-wide.,SOURCES:2,YELLOW — 2 sources only (Claude advises caution),
PHO-EWDIR-000252,HIGH,3,"1778160890731_photographers_enriched_batch_03_rows_061_090, big_csv_filtered_only_enriched, claude_photographers_FINAL_v2",https://benhowland.com.au/,claude_photographers_FINAL_v2 (HIGH),,,,,,https://www.instagram.com/benhowland/,claude_photographers_FINAL_v2 (HIGH),https://www.facebook.com/howlandben/,claude_photographers_FINAL_v2 (HIGH),,,,,,,,,,Since 2010 (560+ weddings),claude_photographers_FINAL_v2 (HIGH),Newcastle; Hunter Valley; Sydney; Southern Highlands; Mid-North Coast,claude_photographers_FINAL_v2 (HIGH),"Own Instagram located; no own website/email/phone found quickly. Instagram bio verifies Newcastle NSW wedding photography. || Own Instagram located; no own website/email/phone found quickly. Instagram bio verifies Newcastle NSW wedding photography. || Based Cardiff/Newcastle NSW. 14+ years. Full day coverage from $4,700.",SOURCES:3+,"GREEN — 3+ sources, no quarantine flags",
PHO-EWDIR-000254,HIGH,5,"1778160890731_photographers_enriched_batch_03_rows_061_090, abn_sweep_batch_NO_ABNS, batch_d_inline_concatenated, big_csv_filtered_only_enriched, claude_photographers_FINAL_v2",https://bethfernley.com/,abn_sweep_batch_NO_ABNS (HIGH),beth@bethfernley.com,abn_sweep_batch_NO_ABNS (HIGH),0400 357 017,batch_d_inline_concatenated (HIGH),,https://www.instagram.com/bethfernleyphotography/,batch_d_inline_concatenated (HIGH),https://www.facebook.com/bethfphotography/,claude_photographers_FINAL_v2 (HIGH),,,,,,,,,"81 744 263 711 [CHECKSUM_FAILS,DUPLICATE_VENDOR] from:chatgpt_deep_sweep_1",,,Southern Highlands; Bowral,abn_sweep_batch_NO_ABNS (HIGH),"Own Facebook page found with linked own domain and email in page/post snippets; website not deeply verified in browser. || Trading name: Beth Fernley. ABN provided by LLM was hallucinated (failed ATO checksum) and stripped. || Trading name: Beth Fernley Photography || Own Facebook page found with linked own domain and email in page/post snippets; website not deeply verified in browser. || Based Port Kembla/Shellharbour NSW. Documentary style. High energy, authentic approach. Previously traded as Dear Lola Wedding Photography.",PHONE:ok|EMAIL:name_derived|IG:not_obvious|WEB:matches_name|ABN:supplied_quarantined|SOURCES:3+,RED — framing contagion (sourced from known-fabricated batch),"website_found,email_found,service_areas"
PHO-EWDIR-000255,HIGH,2,"1778160890731_photographers_enriched_batch_03_rows_061_090, claude_photographers_FINAL_v2",https://ginaumoren.com/,claude_photographers_FINAL_v2 (HIGH),,,0410 511 130,claude_photographers_FINAL_v2 (HIGH),,,,https://www.facebook.com/GinaUmorenPhotography/,claude_photographers_FINAL_v2 (HIGH),,,,,,,,,,,,Bowral; Southern Highlands; Sydney,claude_photographers_FINAL_v2 (HIGH),Could not locate own website or active direct social quickly. Only third-party/testimonial references found; no found contact fields copied. || Phone from Yelp. Address: 2 Hopewood Rd Bowral NSW 2576. Natural light photographer. Documentary style.,PHONE:ok|SOURCES:2,YELLOW — 2 sources only (Claude advises caution),
PHO-EWDIR-000256,HIGH,2,"1778160890731_photographers_enriched_batch_03_rows_061_090, claude_photographers_FINAL_v2",https://www.tomcoburnstudio.com/,claude_photographers_FINAL_v2 (HIGH),,,,,,https://www.instagram.com/tomcoburn_/,claude_photographers_FINAL_v2 (HIGH),,,,,,,,,,,,12+ years,claude_photographers_FINAL_v2 (HIGH),South Coast NSW; Sydney; Southern Highlands; Blue Mountains; Hunter Valley; Australia; international,claude_photographers_FINAL_v2 (HIGH),"No own website/social located quickly. Directory-only evidence found, including phone/address, but not copied per direct-source rule. || Based Thirroul NSW (15 Nardoo Cres). Film + digital. Started at age 19. 10K IG followers. Travels internationally.",SOURCES:2,YELLOW — 2 sources only (Claude advises caution),
PHO-EWDIR-000257,HIGH,3,"1778160890731_photographers_enriched_batch_03_rows_061_090, big_csv_filtered_only_enriched, claude_photographers_FINAL_v2",https://www.lovestoriesbykate.com.au/,claude_photographers_FINAL_v2 (HIGH),,,,,,https://www.instagram.com/capturedby_kate/,1778160890731_photographers_enriched_batch_03_rows_061_090 (MEDIUM),,,,,,,,,,,,Since 2010 (15 years),claude_photographers_FINAL_v2 (HIGH),Wollongong; Batemans Bay; Southern Highlands; NSW; Australia; international,claude_photographers_FINAL_v2 (HIGH),"Own Instagram for South Coast/Wollongong wedding photographer located; no own website/email/phone found quickly. || Own Instagram for South Coast/Wollongong wedding photographer located; no own website/email/phone found quickly. || Photographer Kate Shaw. Fine art, photo-journalistic style. Based Wollongong/Batemans Bay area NSW.",SOURCES:3+,"GREEN — 3+ sources, no quarantine flags",
PHO-EWDIR-000450,HIGH,1,gemini_photographers_batch_01,https://www.a2z.com.au/,gemini_photographers_batch_01 (HIGH),info@a2z.com.au,gemini_photographers_batch_01 (HIGH),1300 797 140,gemini_photographers_batch_01 (HIGH),SUSPECT — phone 1300 797 140 attributed to 3 different vendors across batches,https://www.instagram.com/a2zweddings/,gemini_photographers_batch_01 (HIGH),,,,,,,,,,,,,,Wetherill Park/Sydney.,gemini_photographers_batch_01 (HIGH),Wetherill Park/Sydney.,PHONE:reject|EMAIL:generic_pattern|SOURCES:1,RED — single-source with suspect phone,
PHO-EWDIR-000640,HIGH,1,gemini_photographers_batch_01,https://bnphotography.com.au/,gemini_photographers_batch_01 (HIGH),,,0419 624 959,gemini_photographers_batch_01 (HIGH),REVIEW — phone 0419 624 959 also attributed to 1 other vendor,https://www.instagram.com/bennewnamphotography/,gemini_photographers_batch_01 (HIGH),,,,,,,,,,,,,,Based in Berowra Heights.,gemini_photographers_batch_01 (HIGH),Based in Berowra Heights.,PHONE:review|SOURCES:1,"YELLOW — single source, all signals from one LLM",
PHO-HMDIR-000002,HIGH,1,chatgpt_batch_04_rows_091_120,,,,,,,,,,,,,,,,,,,,,,,NSW,chatgpt_batch_04_rows_091_120 (HIGH),Pre-existing own website_known retained; _found fields left blank per instruction not to overwrite known fields. Source/audit added from known own domain.,SOURCES:1,"YELLOW — single source, all signals from one LLM",
PHO-HMDIR-000005,HIGH,1,chatgpt_batch_04_rows_091_120,,,,,,,,,,,,,,,,,,,,,,,NSW,chatgpt_batch_04_rows_091_120 (HIGH),Pre-existing own website_known retained; _found fields left blank per instruction not to overwrite known fields. Source/audit added from known own domain.,SOURCES:1,"YELLOW — single source, all signals from one LLM",
PHO-HMDIR-000006,HIGH,1,chatgpt_batch_04_rows_091_120,,,,,,,,,,,,,,,,,,,,,,,NSW,chatgpt_batch_04_rows_091_120 (HIGH),Pre-existing own website_known retained; _found fields left blank per instruction not to overwrite known fields. Source/audit added from known own domain.,SOURCES:1,"YELLOW — single source, all signals from one LLM",
PHO-HMDIR-000007,HIGH,1,chatgpt_batch_04_rows_091_120,,,,,,,,,,,,,,,,,,,,,,,NSW,chatgpt_batch_04_rows_091_120 (HIGH),Pre-existing own website_known retained; _found fields left blank per instruction not to overwrite known fields. Source/audit added from known own domain.,SOURCES:1,"YELLOW — single source, all signals from one LLM",
PHO-HMDIR-000009,HIGH,2,"batch_f_inline_30vendors, chatgpt_batch_04_rows_091_120",https://www.acaciaandgrace.com.au/,batch_f_inline_30vendors (HIGH),hello@acaciaandgrace.com.au,batch_f_inline_30vendors (HIGH),,,,https://www.instagram.com/acaciaandgrace_photography/,batch_f_inline_30vendors (HIGH),,,,,,,,,,,,,,ACT,chatgpt_batch_04_rows_091_120 (HIGH),Trading name: Acacia & Grace || Pre-existing own website_known retained; _found fields left blank per instruction not to overwrite known fields. Source/audit added from known own domain.,EMAIL:generic_pattern|IG:not_obvious|WEB:distinctive|SOURCES:2,YELLOW — 2 sources only (Claude advises caution),
PHO-HMDIR-000010,HIGH,1,chatgpt_batch_04_rows_091_120,,,,,,,,,,,,,,,,,,,,,,,NSW,chatgpt_batch_04_rows_091_120 (HIGH),Pre-existing own website_known retained; _found fields left blank per instruction not to overwrite known fields. Source/audit added from known own domain.,SOURCES:1,"YELLOW — single source, all signals from one LLM",
PHO-HMDIR-000012,HIGH,1,abn_sweep_batch_NO_ABNS,https://translucentphotography.com/,abn_sweep_batch_NO_ABNS (HIGH),lucy@translucentphotography.com,abn_sweep_batch_NO_ABNS (HIGH),,,,,,,,,,,,,,,,43 456 091 582 [CHECKSUM_FAILS] from:chatgpt_deep_sweep_1,,,Wollongong; South Coast; Sydney,abn_sweep_batch_NO_ABNS (HIGH),Trading name: Translucent Photography. ABN provided by LLM was hallucinated (failed ATO checksum) and stripped.,EMAIL:other|WEB:matches_name|ABN:supplied_quarantined|SOURCES:1,RED — framing contagion (sourced from known-fabricated batch),"website_found,email_found,service_areas"
PHO-HMDIR-000025,HIGH,2,"batch_f_inline_30vendors, chatgpt_batch_04_rows_091_120",https://www.leannedoylephotography.com/,batch_f_inline_30vendors (HIGH),hello@leannedoylephotography.com,batch_f_inline_30vendors (HIGH),,,,https://www.instagram.com/lea.and.lensphotography/,batch_f_inline_30vendors (HIGH),,,,,,,,,,,,,,ACT,chatgpt_batch_04_rows_091_120 (HIGH),Trading name: Leanne Doyle || Pre-existing own website_known retained; _found fields left blank per instruction not to overwrite known fields. Source/audit added from known own domain.,EMAIL:generic_pattern|IG:not_obvious|WEB:matches_name|SOURCES:2,YELLOW — 2 sources only (Claude advises caution),
PHO-HMDIR-000046,HIGH,1,chatgpt_batch_04_rows_091_120,,,,,,,,,,,,,,,,,,,,,,,ACT,chatgpt_batch_04_rows_091_120 (HIGH),Pre-existing own website_known retained; _found fields left blank per instruction not to overwrite known fields. Source/audit added from known own domain.,SOURCES:1,"YELLOW — single source, all signals from one LLM",
PHO-HMDIR-000082,HIGH,1,chatgpt_batch_04_rows_091_120,,,,,,,,,,,,,,,,,,,,,,,ACT,chatgpt_batch_04_rows_091_120 (HIGH),Pre-existing own website_known retained; _found fields left blank per instruction not to overwrite known fields. Source/audit added from known own domain.,SOURCES:1,"YELLOW — single source, all signals from one LLM",
PHO-NSW-000053,HIGH,3,"1778160890731_photographers_enriched_batch_03_rows_061_090, big_csv_filtered_only_enriched, claude_photographers_FINAL_v2",https://www.musephotography.net.au/,1778160890731_photographers_enriched_batch_03_rows_061_090 (HIGH),,,,,,,,https://www.facebook.com/Museimagery/,1778160890731_photographers_enriched_batch_03_rows_061_090 (HIGH),,,,,,,,,,,,Australia; New Zealand; Port Stephens; Hunter Valley; Queenstown,1778160890731_photographers_enriched_batch_03_rows_061_090 (HIGH),Own website located; contact appears to be via site/contact form. Directory snippet suggested phone/email but not copied into found fields because not verified on own site. || Own website located; contact appears to be via site/contact form. Directory snippet suggested phone/email but not copied into found fields because not verified on own site. || NSW photographer. No location detail. Very common business name - could not identify which Muse Photography without more detail.,SOURCES:3+,"GREEN — 3+ sources, no quarantine flags",
PHO-NSW-000066,HIGH,1,abn_sweep_batch_NO_ABNS,https://rissproductions.com.au/,abn_sweep_batch_NO_ABNS (HIGH),info@rissproductions.com.au,abn_sweep_batch_NO_ABNS (HIGH),,,,,,,,,,,,,,,,"11 154 504 577 [CHECKSUM_FAILS,DUPLICATE_VENDOR] from:chatgpt_deep_sweep_1",,,Sydney; Parramatta,abn_sweep_batch_NO_ABNS (HIGH),Trading name: Riss Productions. ABN provided by LLM was hallucinated (failed ATO checksum) and stripped.,EMAIL:generic_pattern|WEB:matches_name|ABN:supplied_quarantined|SOURCES:1,RED — framing contagion (sourced from known-fabricated batch),"website_found,email_found,service_areas"
